name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch,repo_path,status,time_taken
laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS,https://github.com/laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS,git://github.com/laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS.git,308,750,C#,180289,0.9503731504531704,16252087,81,master,D:\DataCollection\repos\laochiangx_ABP-ASP.NET-Boilerplate-Project-CMS,,20
XINCGer/ColaFrameWork,https://github.com/XINCGer/ColaFrameWork,git://github.com/XINCGer/ColaFrameWork.git,139,597,C#,179956,0.8318654315986622,15676915,723,master,D:\DataCollection\repos\XINCGer_ColaFrameWork,,15
dotnet/winforms,https://github.com/dotnet/winforms,git://github.com/dotnet/winforms.git,898,3985,C#,179920,0.9773546786533476,40317844,8266,main,D:\DataCollection\repos\dotnet_winforms,,10
LayTec-AG/Plotly.Blazor,https://github.com/LayTec-AG/Plotly.Blazor,git://github.com/LayTec-AG/Plotly.Blazor.git,44,284,C#,179280,0.9873746049025228,10918731,463,main,D:\DataCollection\repos\LayTec-AG_Plotly.Blazor,,2
Colanderp/UnityTutorials,https://github.com/Colanderp/UnityTutorials,git://github.com/Colanderp/UnityTutorials.git,121,299,C#,179180,0.9974839776990412,3062994,51,master,D:\DataCollection\repos\Colanderp_UnityTutorials,,31
unity3d-jp/playgrownd,https://github.com/unity3d-jp/playgrownd,git://github.com/unity3d-jp/playgrownd.git,22,133,C#,179026,0.6305223231996624,549905,16,master,D:\DataCollection\repos\unity3d-jp_playgrownd,,36
google/play-unity-plugins,https://github.com/google/play-unity-plugins,git://github.com/google/play-unity-plugins.git,114,382,C#,178784,0.9972719581470034,1212939,211,master,D:\DataCollection\repos\google_play-unity-plugins,,5
killkimno/MORT,https://github.com/killkimno/MORT,git://github.com/killkimno/MORT.git,26,276,C#,178750,1.0,895260,297,main,D:\DataCollection\repos\killkimno_MORT,,1
nashnie/MotionMatching,https://github.com/nashnie/MotionMatching,git://github.com/nashnie/MotionMatching.git,61,361,C#,178648,0.959451080467545,187234,90,master,D:\DataCollection\repos\nashnie_MotionMatching,,3
rexcardan/Evil-DICOM,https://github.com/rexcardan/Evil-DICOM,git://github.com/rexcardan/Evil-DICOM.git,124,156,C#,178613,0.977050699736088,7497294,226,master,D:\DataCollection\repos\rexcardan_Evil-DICOM,,3
Slazanger/SMT,https://github.com/Slazanger/SMT,git://github.com/Slazanger/SMT.git,53,195,C#,178582,1.0,865651,728,master,D:\DataCollection\repos\Slazanger_SMT,,3
ShokoAnime/ShokoDesktop,https://github.com/ShokoAnime/ShokoDesktop,git://github.com/ShokoAnime/ShokoDesktop.git,26,96,C#,178255,0.9988846935206048,2107381,1287,master,D:\DataCollection\repos\ShokoAnime_ShokoDesktop,,6
HorusSoftwareUY/MaterialDesignControlsPlugin,https://github.com/HorusSoftwareUY/MaterialDesignControlsPlugin,git://github.com/HorusSoftwareUY/MaterialDesignControlsPlugin.git,37,248,C#,178069,0.9996915545158886,1215399,298,develop,D:\DataCollection\repos\HorusSoftwareUY_MaterialDesignControlsPlugin,,8
dalenewman/Transformalize,https://github.com/dalenewman/Transformalize,git://github.com/dalenewman/Transformalize.git,33,151,C#,177959,0.944562918178368,1423581,1024,master,D:\DataCollection\repos\dalenewman_Transformalize,,5
swharden/Spectrogram,https://github.com/swharden/Spectrogram,git://github.com/swharden/Spectrogram.git,54,247,C#,177240,0.6570352299193147,106920,305,main,D:\DataCollection\repos\swharden_Spectrogram,,4
vovgou/loxodon-framework,https://github.com/vovgou/loxodon-framework,git://github.com/vovgou/loxodon-framework.git,330,1602,C#,176884,0.9790961285166452,3863950,384,master,D:\DataCollection\repos\vovgou_loxodon-framework,,8
UnityTechnologies/ATerribleKingdom,https://github.com/UnityTechnologies/ATerribleKingdom,git://github.com/UnityTechnologies/ATerribleKingdom.git,147,722,C#,176286,0.6876953658170857,178862,59,master,D:\DataCollection\repos\UnityTechnologies_ATerribleKingdom,,19
planetarium/libplanet,https://github.com/planetarium/libplanet,git://github.com/planetarium/libplanet.git,140,490,C#,176185,0.9560719337531894,3968907,8632,main,D:\DataCollection\repos\planetarium_libplanet,,2
charlesw/tesseract,https://github.com/charlesw/tesseract,git://github.com/charlesw/tesseract.git,726,2062,C#,176103,0.9997081902893576,407681,423,master,D:\DataCollection\repos\charlesw_tesseract,,4
dotnet/maui,https://github.com/dotnet/maui,git://github.com/dotnet/maui.git,1371,19815,C#,175972,0.9926698374602184,24447169,13466,main,D:\DataCollection\repos\dotnet_maui,,8
xamarin/Monkey.BluetoothLE,https://github.com/xamarin/Monkey.BluetoothLE,git://github.com/xamarin/Monkey.BluetoothLE.git,232,348,C#,175854,1.0,169816,424,master,D:\DataCollection\repos\xamarin_Monkey.BluetoothLE,,1
BLINDED-AM-ME/UnityAssets,https://github.com/BLINDED-AM-ME/UnityAssets,git://github.com/BLINDED-AM-ME/UnityAssets.git,124,465,C#,175493,0.693740174936515,137688,44,master,D:\DataCollection\repos\BLINDED-AM-ME_UnityAssets,,2
apache/lucenenet,https://github.com/apache/lucenenet,git://github.com/apache/lucenenet.git,634,2039,C#,174795,0.9918212002510546,41754888,6749,master,D:\DataCollection\repos\apache_lucenenet,,8
dotnet/efcore,https://github.com/dotnet/efcore,git://github.com/dotnet/efcore.git,3012,12805,C#,174715,0.99152293356994,59571265,14460,release/8.0,D:\DataCollection\repos\dotnet_efcore,,5
GowenGit/docnet,https://github.com/GowenGit/docnet,git://github.com/GowenGit/docnet.git,83,370,C#,174511,0.9903448049065228,301149,126,master,D:\DataCollection\repos\GowenGit_docnet,,19
compomics/ThermoRawFileParser,https://github.com/compomics/ThermoRawFileParser,git://github.com/compomics/ThermoRawFileParser.git,45,140,C#,172594,0.9953859569475848,442893,565,master,D:\DataCollection\repos\compomics_ThermoRawFileParser,,8
Metapyziks/SanAndreasUnity,https://github.com/Metapyziks/SanAndreasUnity,git://github.com/Metapyziks/SanAndreasUnity.git,31,160,C#,172404,0.9900551558018024,872198,331,master,D:\DataCollection\repos\Metapyziks_SanAndreasUnity,,1
cadon/ARKStatsExtractor,https://github.com/cadon/ARKStatsExtractor,git://github.com/cadon/ARKStatsExtractor.git,238,433,C#,172125,0.993306470098685,2006341,1968,dev,D:\DataCollection\repos\cadon_ARKStatsExtractor,,4
continuoustests/ContinuousTests,https://github.com/continuoustests/ContinuousTests,git://github.com/continuoustests/ContinuousTests.git,77,194,C#,171781,0.611126921524608,12837238,56,master,D:\DataCollection\repos\continuoustests_ContinuousTests,,34
bugsnag/bugsnag-unity,https://github.com/bugsnag/bugsnag-unity,git://github.com/bugsnag/bugsnag-unity.git,34,80,C#,171177,0.7771131539457404,596059,2209,next,D:\DataCollection\repos\bugsnag_bugsnag-unity,,1
InvertGames/uFrame-MVVM,https://github.com/InvertGames/uFrame-MVVM,git://github.com/InvertGames/uFrame-MVVM.git,126,454,C#,170305,1.0,554067,249,1.6,D:\DataCollection\repos\InvertGames_uFrame-MVVM,,1
Decimation/SmartImage,https://github.com/Decimation/SmartImage,git://github.com/Decimation/SmartImage.git,24,432,C#,169457,1.0,343376,899,v3,D:\DataCollection\repos\Decimation_SmartImage,,2
machine/machine.specifications,https://github.com/machine/machine.specifications,git://github.com/machine/machine.specifications.git,184,872,C#,169312,0.9989054173534728,541166,1675,master,D:\DataCollection\repos\machine_machine.specifications,,1
yoshiask/FluentStore,https://github.com/yoshiask/FluentStore,git://github.com/yoshiask/FluentStore.git,11,274,C#,169278,1.0,932850,710,main,D:\DataCollection\repos\yoshiask_FluentStore,,4
AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,git://github.com/AvaloniaUI/Avalonia.git,1658,19753,C#,169123,0.9822180824698928,16929117,25979,master,D:\DataCollection\repos\AvaloniaUI_Avalonia,,4
fo-dicom/fo-dicom,https://github.com/fo-dicom/fo-dicom,git://github.com/fo-dicom/fo-dicom.git,614,951,C#,168433,0.999797783607521,5156798,3616,development,D:\DataCollection\repos\fo-dicom_fo-dicom,,17
sebas77/Svelto.MiniExamples,https://github.com/sebas77/Svelto.MiniExamples,git://github.com/sebas77/Svelto.MiniExamples.git,31,115,C#,167720,0.9900880957333372,14075329,548,master,D:\DataCollection\repos\sebas77_Svelto.MiniExamples,,23
peterhaneve/ONIMods,https://github.com/peterhaneve/ONIMods,git://github.com/peterhaneve/ONIMods.git,54,202,C#,167664,1.0,4234289,613,main,D:\DataCollection\repos\peterhaneve_ONIMods,,28
jbe2277/dotnetpad,https://github.com/jbe2277/dotnetpad,git://github.com/jbe2277/dotnetpad.git,39,128,C#,166671,0.7815984740504737,149154,219,master,D:\DataCollection\repos\jbe2277_dotnetpad,,1
keiwando/evolution,https://github.com/keiwando/evolution,git://github.com/keiwando/evolution.git,52,326,C#,166335,0.6805030894344634,930081,321,master,D:\DataCollection\repos\keiwando_evolution,,16
microsoft/MapsSDK-Unity,https://github.com/microsoft/MapsSDK-Unity,git://github.com/microsoft/MapsSDK-Unity.git,122,609,C#,165772,0.6072382115607324,326144,183,master,D:\DataCollection\repos\microsoft_MapsSDK-Unity,,2
Unity-Technologies/Gamekit3D,https://github.com/Unity-Technologies/Gamekit3D,git://github.com/Unity-Technologies/Gamekit3D.git,53,153,C#,165718,0.7421523040817669,676739,43,master,D:\DataCollection\repos\Unity-Technologies_Gamekit3D,,306
Afr0Games/Project-Dollhouse,https://github.com/Afr0Games/Project-Dollhouse,git://github.com/Afr0Games/Project-Dollhouse.git,24,114,C#,164968,0.9768944365640184,4794678,1117,master,D:\DataCollection\repos\Afr0Games_Project-Dollhouse,,4
Particular/NServiceBus,https://github.com/Particular/NServiceBus,git://github.com/Particular/NServiceBus.git,639,1989,C#,164251,0.9999296078160969,3821178,12268,master,D:\DataCollection\repos\Particular_NServiceBus,,1
libgit2/libgit2sharp,https://github.com/libgit2/libgit2sharp,git://github.com/libgit2/libgit2sharp.git,873,2923,C#,164161,1.0,2537393,2764,master,D:\DataCollection\repos\libgit2_libgit2sharp,,1
CnCNet/xna-cncnet-client,https://github.com/CnCNet/xna-cncnet-client,git://github.com/CnCNet/xna-cncnet-client.git,73,196,C#,164119,0.9987344566696102,1673839,1513,develop,D:\DataCollection\repos\CnCNet_xna-cncnet-client,,2
OpenHV/OpenHV,https://github.com/OpenHV/OpenHV,git://github.com/OpenHV/OpenHV.git,32,732,C#,163997,0.8643681836806661,605432,2268,master,D:\DataCollection\repos\OpenHV_OpenHV,,14
pnp/pnpcore,https://github.com/pnp/pnpcore,git://github.com/pnp/pnpcore.git,159,246,C#,163709,0.9961017763876004,10730094,4642,dev,D:\DataCollection\repos\pnp_pnpcore,,9
duplicati/duplicati,https://github.com/duplicati/duplicati,git://github.com/duplicati/duplicati.git,836,9291,C#,162539,0.8462030233299009,4712134,8279,master,D:\DataCollection\repos\duplicati_duplicati,,19
ComponentFactory/Krypton,https://github.com/ComponentFactory/Krypton,git://github.com/ComponentFactory/Krypton.git,647,1686,C#,161889,1.0,19637203,63,master,D:\DataCollection\repos\ComponentFactory_Krypton,,8
GenaSG/UnityUnetMovement,https://github.com/GenaSG/UnityUnetMovement,git://github.com/GenaSG/UnityUnetMovement.git,36,170,C#,161796,1.0,39850,70,master,D:\DataCollection\repos\GenaSG_UnityUnetMovement,,26
mikeedwards83/Glass.Mapper,https://github.com/mikeedwards83/Glass.Mapper,git://github.com/mikeedwards83/Glass.Mapper.git,122,122,C#,161754,0.955648814528242,3514582,2002,master,D:\DataCollection\repos\mikeedwards83_Glass.Mapper,,1
microsoft/microsoft-performance-toolkit-sdk,https://github.com/microsoft/microsoft-performance-toolkit-sdk,git://github.com/microsoft/microsoft-performance-toolkit-sdk.git,44,120,C#,161161,1.0,3046001,129,main,D:\DataCollection\repos\microsoft_microsoft-performance-toolkit-sdk,,32
ppy/osu,https://github.com/ppy/osu,git://github.com/ppy/osu.git,1966,12914,C#,160906,0.9994318684938954,15383818,62689,master,D:\DataCollection\repos\ppy_osu,,4
tylike/CIIP,https://github.com/tylike/CIIP,git://github.com/tylike/CIIP.git,145,261,C#,159719,0.9656690173848168,515140,125,master,D:\DataCollection\repos\tylike_CIIP,,9
elastic/elasticsearch-net,https://github.com/elastic/elasticsearch-net,git://github.com/elastic/elasticsearch-net.git,1152,3471,C#,159683,0.9915383313752704,10277975,7996,main,D:\DataCollection\repos\elastic_elasticsearch-net,,2
egametang/ET,https://github.com/egametang/ET,git://github.com/egametang/ET.git,2760,7583,C#,159522,0.9284302496011324,2017504,2281,master,D:\DataCollection\repos\egametang_ET,,5
Phong13/BulletSharpUnity3d,https://github.com/Phong13/BulletSharpUnity3d,git://github.com/Phong13/BulletSharpUnity3d.git,145,521,C#,159399,0.8402168282018397,2560933,266,master,D:\DataCollection\repos\Phong13_BulletSharpUnity3d,,16
punker76/simple-music-player,https://github.com/punker76/simple-music-player,git://github.com/punker76/simple-music-player.git,122,338,C#,158452,0.9891157371529355,740274,676,develop,D:\DataCollection\repos\punker76_simple-music-player,,1
Disa-im/DisaOpenSource,https://github.com/Disa-im/DisaOpenSource,git://github.com/Disa-im/DisaOpenSource.git,31,159,C#,158316,0.9955721040256216,7366912,583,master,D:\DataCollection\repos\Disa-im_DisaOpenSource,,2
T-Kuhn/HighPrecisionStepperJuggler,https://github.com/T-Kuhn/HighPrecisionStepperJuggler,git://github.com/T-Kuhn/HighPrecisionStepperJuggler.git,118,497,C#,157974,0.7763900396282523,7252896,205,master,,failed: Failed to clone T-Kuhn/HighPrecisionStepperJuggler!,92
midspace/SEToolbox,https://github.com/midspace/SEToolbox,git://github.com/midspace/SEToolbox.git,60,140,C#,157456,0.9982559005135824,3828528,534,master,D:\DataCollection\repos\midspace_SEToolbox,,2
visose/Robots,https://github.com/visose/Robots,git://github.com/visose/Robots.git,110,239,C#,156468,1.0,480721,290,master,D:\DataCollection\repos\visose_Robots,,1
NoCode-NoLife/melia,https://github.com/NoCode-NoLife/melia,git://github.com/NoCode-NoLife/melia.git,90,241,C#,155421,0.9966916684788788,11375547,3127,master,D:\DataCollection\repos\NoCode-NoLife_melia,,5
dotnetbio/bio,https://github.com/dotnetbio/bio,git://github.com/dotnetbio/bio.git,46,134,C#,155077,0.999856286284181,9907164,330,master,D:\DataCollection\repos\dotnetbio_bio,,33
Kerbalism/Kerbalism,https://github.com/Kerbalism/Kerbalism,git://github.com/Kerbalism/Kerbalism.git,96,157,C#,154983,0.994204939442394,1599804,3333,master,D:\DataCollection\repos\Kerbalism_Kerbalism,,12
skijump/windows-media-center-sdk,https://github.com/skijump/windows-media-center-sdk,git://github.com/skijump/windows-media-center-sdk.git,51,181,C#,154602,0.8102762701323065,476833,15,primary,D:\DataCollection\repos\skijump_windows-media-center-sdk,,26
googlevr/cardboard-xr-plugin,https://github.com/googlevr/cardboard-xr-plugin,git://github.com/googlevr/cardboard-xr-plugin.git,111,260,C#,154411,0.9502710560586328,62754,24,master,D:\DataCollection\repos\googlevr_cardboard-xr-plugin,,2
PixeyeHQ/actors.unity,https://github.com/PixeyeHQ/actors.unity,git://github.com/PixeyeHQ/actors.unity.git,75,703,C#,154143,1.0,366270,1236,master,D:\DataCollection\repos\PixeyeHQ_actors.unity,,1
rainforestnet/CrystalReportsNinja,https://github.com/rainforestnet/CrystalReportsNinja,git://github.com/rainforestnet/CrystalReportsNinja.git,71,88,C#,153672,1.0,32530,35,master,D:\DataCollection\repos\rainforestnet_CrystalReportsNinja,,24
Azure/azure-cosmos-dotnet-v3,https://github.com/Azure/azure-cosmos-dotnet-v3,git://github.com/Azure/azure-cosmos-dotnet-v3.git,449,663,C#,152496,0.8206659298750366,18315939,1863,master,D:\DataCollection\repos\Azure_azure-cosmos-dotnet-v3,,38
Bobris/BTDB,https://github.com/Bobris/BTDB,git://github.com/Bobris/BTDB.git,42,128,C#,152081,1.0,3656927,1933,master,D:\DataCollection\repos\Bobris_BTDB,,1
PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,https://github.com/PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,git://github.com/PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition.git,50,186,C#,151821,0.6018007532980771,188218,18,master,D:\DataCollection\repos\PacktPublishing_Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,,19
SuRGeoNix/Flyleaf,https://github.com/SuRGeoNix/Flyleaf,git://github.com/SuRGeoNix/Flyleaf.git,63,528,C#,151714,0.8044375954576226,1702815,589,master,D:\DataCollection\repos\SuRGeoNix_Flyleaf,,6
Shiqan/FortniteReplayDecompressor,https://github.com/Shiqan/FortniteReplayDecompressor,git://github.com/Shiqan/FortniteReplayDecompressor.git,29,81,C#,151675,1.0,639734,288,master,D:\DataCollection\repos\Shiqan_FortniteReplayDecompressor,,18
dotnetcore/Magicodes.IE,https://github.com/dotnetcore/Magicodes.IE,git://github.com/dotnetcore/Magicodes.IE.git,459,1942,C#,151035,0.9908299347176824,7474824,1229,master,D:\DataCollection\repos\dotnetcore_Magicodes.IE,,5
JeffreySu/WeiXinMPSDK,https://github.com/JeffreySu/WeiXinMPSDK,git://github.com/JeffreySu/WeiXinMPSDK.git,4338,7995,C#,150821,0.975451677836856,8535567,10188,master,D:\DataCollection\repos\JeffreySu_WeiXinMPSDK,,10
hitchao/Jvedio,https://github.com/hitchao/Jvedio,git://github.com/hitchao/Jvedio.git,225,1825,C#,150488,0.9693173849934558,1046445,104,master,D:\DataCollection\repos\hitchao_Jvedio,,7
atmosgames/SuperSimple2DKit,https://github.com/atmosgames/SuperSimple2DKit,git://github.com/atmosgames/SuperSimple2DKit.git,568,1568,C#,150050,0.8118520468606029,308382,15,master,D:\DataCollection\repos\atmosgames_SuperSimple2DKit,,7
architecture-building-systems/revitpythonshell,https://github.com/architecture-building-systems/revitpythonshell,git://github.com/architecture-building-systems/revitpythonshell.git,106,437,C#,149190,0.8493079973832692,332358,331,master,D:\DataCollection\repos\architecture-building-systems_revitpythonshell,,2
benaclejames/VRCFaceTracking,https://github.com/benaclejames/VRCFaceTracking,git://github.com/benaclejames/VRCFaceTracking.git,69,406,C#,148928,1.0,627699,679,master,D:\DataCollection\repos\benaclejames_VRCFaceTracking,,1
ExamRef70-483/Sample-Code,https://github.com/ExamRef70-483/Sample-Code,git://github.com/ExamRef70-483/Sample-Code.git,86,120,C#,148830,0.9315693677850928,1134699,36,master,D:\DataCollection\repos\ExamRef70-483_Sample-Code,,28
Viagi/LandlordsCore,https://github.com/Viagi/LandlordsCore,git://github.com/Viagi/LandlordsCore.git,168,324,C#,148718,0.9017672712831288,3678462,1327,master,D:\DataCollection\repos\Viagi_LandlordsCore,,5
mathnet/mathnet-numerics,https://github.com/mathnet/mathnet-numerics,git://github.com/mathnet/mathnet-numerics.git,877,3238,C#,148349,0.9729883590805972,12921084,3344,master,D:\DataCollection\repos\mathnet_mathnet-numerics,,2
zetaloop/PowerToys-CN,https://github.com/zetaloop/PowerToys-CN,git://github.com/zetaloop/PowerToys-CN.git,26,410,C#,147968,0.8029015198093994,668605,302,master,D:\DataCollection\repos\zetaloop_PowerToys-CN,,4
MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure,https://github.com/MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure,git://github.com/MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure.git,1589,1959,C#,147763,0.6808710951969379,44115,1345,master,D:\DataCollection\repos\MicrosoftLearning_AZ-204-DevelopingSolutionsforMicrosoftAzure,,15
BIDeveloperExtensions/bideveloperextensions,https://github.com/BIDeveloperExtensions/bideveloperextensions,git://github.com/BIDeveloperExtensions/bideveloperextensions.git,24,86,C#,147507,0.9478893178743468,2444562,267,master,D:\DataCollection\repos\BIDeveloperExtensions_bideveloperextensions,,10
backtrace-labs/backtrace-unity,https://github.com/backtrace-labs/backtrace-unity,git://github.com/backtrace-labs/backtrace-unity.git,29,110,C#,147415,0.9813580872565424,757158,137,master,D:\DataCollection\repos\backtrace-labs_backtrace-unity,,2
sabresaurus/SabreCSG,https://github.com/sabresaurus/SabreCSG,git://github.com/sabresaurus/SabreCSG.git,141,1312,C#,147015,0.9876538921884984,1791457,606,master,D:\DataCollection\repos\sabresaurus_SabreCSG,,13
xamarin/mac-samples,https://github.com/xamarin/mac-samples,git://github.com/xamarin/mac-samples.git,254,317,C#,146936,0.9385042592835512,2625720,813,main,D:\DataCollection\repos\xamarin_mac-samples,,19
mike-ward/Markdown-Edit,https://github.com/mike-ward/Markdown-Edit,git://github.com/mike-ward/Markdown-Edit.git,121,710,C#,146682,0.9827708057643928,337911,1119,master,,failed: Failed to clone mike-ward/Markdown-Edit!,10
LGhassen/Scatterer,https://github.com/LGhassen/Scatterer,git://github.com/LGhassen/Scatterer.git,48,174,C#,146669,0.8933099543499848,3456218,718,master,D:\DataCollection\repos\LGhassen_Scatterer,,5
tverona1/QuestAppLauncher,https://github.com/tverona1/QuestAppLauncher,git://github.com/tverona1/QuestAppLauncher.git,44,201,C#,146537,0.946101572024774,2171305,111,master,D:\DataCollection\repos\tverona1_QuestAppLauncher,,11
Sacchan-VRC/SaccFlightAndVehicles,https://github.com/Sacchan-VRC/SaccFlightAndVehicles,git://github.com/Sacchan-VRC/SaccFlightAndVehicles.git,17,88,C#,145870,0.994895436597078,1322028,795,master,D:\DataCollection\repos\Sacchan-VRC_SaccFlightAndVehicles,,9
NetOfficeFw/NetOffice,https://github.com/NetOfficeFw/NetOffice,git://github.com/NetOfficeFw/NetOffice.git,138,629,C#,145671,0.9906754791137174,47421105,587,main,D:\DataCollection\repos\NetOfficeFw_NetOffice,,4
FFXIVAPP/ffxivapp,https://github.com/FFXIVAPP/ffxivapp,git://github.com/FFXIVAPP/ffxivapp.git,47,90,C#,145534,0.9959477592708336,336223,659,master,D:\DataCollection\repos\FFXIVAPP_ffxivapp,,1
HtmlUnit/NHtmlUnit,https://github.com/HtmlUnit/NHtmlUnit,git://github.com/HtmlUnit/NHtmlUnit.git,21,87,C#,145321,0.9984861231330414,1971412,191,main,D:\DataCollection\repos\HtmlUnit_NHtmlUnit,,5
dotnetprojects/DotNetSiemensPLCToolBoxLibrary,https://github.com/dotnetprojects/DotNetSiemensPLCToolBoxLibrary,git://github.com/dotnetprojects/DotNetSiemensPLCToolBoxLibrary.git,184,333,C#,144372,0.848195864633736,4088947,1175,master,D:\DataCollection\repos\dotnetprojects_DotNetSiemensPLCToolBoxLibrary,,12
yukuyoulei/ILRuntime_HotGames,https://github.com/yukuyoulei/ILRuntime_HotGames,git://github.com/yukuyoulei/ILRuntime_HotGames.git,114,398,C#,143943,0.9917461995886456,7090544,174,master,D:\DataCollection\repos\yukuyoulei_ILRuntime_HotGames,,8
TianxingWu/OpenVHead,https://github.com/TianxingWu/OpenVHead,git://github.com/TianxingWu/OpenVHead.git,54,417,C#,143291,0.648456862591636,24856,49,master,D:\DataCollection\repos\TianxingWu_OpenVHead,,5
filoe/cscore,https://github.com/filoe/cscore,git://github.com/filoe/cscore.git,457,2030,C#,143190,0.9661474679058494,2716769,468,master,D:\DataCollection\repos\filoe_cscore,,6
newrelic/newrelic-dotnet-agent,https://github.com/newrelic/newrelic-dotnet-agent,git://github.com/newrelic/newrelic-dotnet-agent.git,56,81,C#,142697,0.866274167722884,9983478,948,main,D:\DataCollection\repos\newrelic_newrelic-dotnet-agent,,5
Chinchilla-Software-Com/CQRS,https://github.com/Chinchilla-Software-Com/CQRS,git://github.com/Chinchilla-Software-Com/CQRS.git,80,343,C#,142146,1.0,5140199,1848,master,D:\DataCollection\repos\Chinchilla-Software-Com_CQRS,,38
Platonymous/Stardew-Valley-Mods,https://github.com/Platonymous/Stardew-Valley-Mods,git://github.com/Platonymous/Stardew-Valley-Mods.git,105,82,C#,142113,0.9993756778398948,1619946,1034,master,D:\DataCollection\repos\Platonymous_Stardew-Valley-Mods,,8
xamarin/XamarinComponents,https://github.com/xamarin/XamarinComponents,git://github.com/xamarin/XamarinComponents.git,713,1999,C#,141617,0.9900230674053392,6811627,4175,main,D:\DataCollection\repos\xamarin_XamarinComponents,,14
SonyWWS/ATF,https://github.com/SonyWWS/ATF,git://github.com/SonyWWS/ATF.git,265,1868,C#,141455,0.9833036615042302,12633806,159,master,D:\DataCollection\repos\SonyWWS_ATF,,5
microsoft/Office365APIEditor,https://github.com/microsoft/Office365APIEditor,git://github.com/microsoft/Office365APIEditor.git,55,126,C#,141073,0.9941101982340632,693200,298,master,D:\DataCollection\repos\microsoft_Office365APIEditor,,2
LayoutFarm/Typography,https://github.com/LayoutFarm/Typography,git://github.com/LayoutFarm/Typography.git,80,376,C#,141050,0.9989776891335496,6616459,3247,master,D:\DataCollection\repos\LayoutFarm_Typography,,12
NewLifeX/X,https://github.com/NewLifeX/X,git://github.com/NewLifeX/X.git,560,1661,C#,140908,0.9995444784396808,5474743,10908,master,D:\DataCollection\repos\NewLifeX_X,,5
jaskie/PlayoutAutomation,https://github.com/jaskie/PlayoutAutomation,git://github.com/jaskie/PlayoutAutomation.git,38,161,C#,140850,0.6593412131548028,2040936,1360,develop,D:\DataCollection\repos\jaskie_PlayoutAutomation,,6
melihercan/WebRTCme,https://github.com/melihercan/WebRTCme,git://github.com/melihercan/WebRTCme.git,41,174,C#,140735,0.7096527348517269,1119353,1052,master,D:\DataCollection\repos\melihercan_WebRTCme,,11
xdedzl/RuntimeTerrainEditor,https://github.com/xdedzl/RuntimeTerrainEditor,git://github.com/xdedzl/RuntimeTerrainEditor.git,30,83,C#,140632,0.9880769627503686,162842,40,master,D:\DataCollection\repos\xdedzl_RuntimeTerrainEditor,,8
OpenWrap/openwrap,https://github.com/OpenWrap/openwrap,git://github.com/OpenWrap/openwrap.git,39,172,C#,140102,1.0,2016114,660,master,D:\DataCollection\repos\OpenWrap_openwrap,,11
LayoutFarm/HtmlRenderer,https://github.com/LayoutFarm/HtmlRenderer,git://github.com/LayoutFarm/HtmlRenderer.git,64,177,C#,139991,0.668576161677671,2450577,3789,master,D:\DataCollection\repos\LayoutFarm_HtmlRenderer,,2
dotnetcore/WTM,https://github.com/dotnetcore/WTM,git://github.com/dotnetcore/WTM.git,854,3933,C#,139978,0.9555354550755154,1804329,3816,dotnet6,D:\DataCollection\repos\dotnetcore_WTM,,6
xamarin/dev-days-labs,https://github.com/xamarin/dev-days-labs,git://github.com/xamarin/dev-days-labs.git,318,296,C#,139922,1.0,39110,281,master,D:\DataCollection\repos\xamarin_dev-days-labs,,2
rmcrackan/Libation,https://github.com/rmcrackan/Libation,git://github.com/rmcrackan/Libation.git,83,1267,C#,139445,0.9643712673398408,1318445,2224,master,D:\DataCollection\repos\rmcrackan_Libation,,1
KeyPuncher/WiinUPro,https://github.com/KeyPuncher/WiinUPro,git://github.com/KeyPuncher/WiinUPro.git,49,357,C#,139289,0.766178368999857,1628601,536,master,D:\DataCollection\repos\KeyPuncher_WiinUPro,,17
Tichau/FileConverter,https://github.com/Tichau/FileConverter,git://github.com/Tichau/FileConverter.git,334,3374,C#,138945,0.9958193403636864,418988,618,integration,D:\DataCollection\repos\Tichau_FileConverter,,4
WindowsGSM/WindowsGSM,https://github.com/WindowsGSM/WindowsGSM,git://github.com/WindowsGSM/WindowsGSM.git,78,360,C#,138584,1.0,598667,235,master,D:\DataCollection\repos\WindowsGSM_WindowsGSM,,24
gitextensions/gitextensions,https://github.com/gitextensions/gitextensions,git://github.com/gitextensions/gitextensions.git,2074,7136,C#,138076,0.9860182861668156,6862918,16068,master,D:\DataCollection\repos\gitextensions_gitextensions,,8
